Date,Nominal Price,Net Change,Change (%),Bid,Ask,P/E(x),High,Low,Previous Close,Share Volume (000),Turnover (000),Lot Size
2021-03-17,0.138,,,0.134,0.143,,,,0.138,0.0,0.0,
2021-03-16,0.138,,,0.135,0.144,,,,0.138,0.0,0.0,
2021-03-15,0.138,,,0.138,0.143,,,,0.138,0.0,0.0,
2021-03-12,0.138,,,0.138,0.139,,0.14,0.138,0.14,825.0,114.0,
2021-03-11,0.14,,,0.14,0.144,,0.148,0.137,0.145,640.0,90.0,
2021-03-10,0.145,,,0.144,0.152,,0.152,0.145,0.149,215.0,32.0,
2021-03-09,0.149,,,0.142,0.15,,0.15,0.141,0.15,1015.0,152.0,
2021-03-08,0.15,,,0.141,0.152,,0.156,0.145,0.164,1765.0,261.0,
2021-03-05,0.164,,,0.154,0.167,,0.17,0.151,0.17,1250.0,193.0,
2021-03-04,0.17,,,0.154,0.17,,0.172,0.159,0.16,6435.0,1091.0,
2021-03-03,0.16,,,0.144,0.16,,0.16,0.145,0.152,325.0,49.0,
2021-03-02,0.152,,,0.144,0.152,,0.152,0.144,0.152,80.0,12.0,
2021-03-01,0.152,,,0.142,0.152,,0.152,0.144,0.152,185.0,27.0,
2021-02-26,0.152,,,0.142,0.152,,,,0.153,0.0,0.0,
2021-02-25,0.153,,,0.139,0.146,,0.156,0.14,0.15,570.0,83.0,
2021-02-24,0.15,,,0.137,0.156,,0.151,0.136,0.141,275.0,39.0,
2021-02-23,0.141,,,0.14,0.141,,0.142,0.14,0.142,420.0,59.0,
2021-02-22,0.142,,,0.141,0.147,,0.149,0.142,0.144,70.0,10.0,
2021-02-19,0.144,,,0.144,0.149,,0.144,0.144,0.144,25.0,4.0,
2021-02-18,0.144,,,0.143,0.15,,0.151,0.144,0.15,965.0,143.0,
2021-02-17,0.15,,,0.145,0.15,,,,0.15,0.0,0.0,
2021-02-16,0.15,,,0.147,0.15,,0.15,0.142,0.158,810.0,116.0,
2021-02-11,0.158,,,0.143,0.157,,0.158,0.154,0.156,400.0,62.0,
2021-02-10,0.156,,,0.145,0.156,,0.158,0.14,0.158,540.0,80.0,
2021-02-09,0.158,,,0.158,0.16,,0.158,0.151,0.151,650.0,101.0,
2021-02-08,0.151,,,0.135,0.151,,0.151,0.135,0.142,410.0,57.0,
2021-02-05,0.142,,,0.135,0.142,,,,0.142,0.0,0.0,
2021-02-04,0.142,,,0.137,0.142,,0.142,0.137,0.138,305.0,43.0,
2021-02-03,0.138,,,0.144,0.145,,0.149,0.138,0.143,100.0,14.0,
2021-02-02,0.143,,,0.132,0.143,,0.149,0.143,0.152,305.0,44.0,
2021-02-01,0.152,,,0.152,0.166,,0.172,0.152,0.152,860.0,143.0,
2021-01-29,0.152,,,0.146,0.152,,0.175,0.149,0.155,1895.0,305.0,
2021-01-28,0.155,,,0.146,0.155,,0.156,0.142,0.158,4205.0,624.0,
2021-01-27,0.158,,,0.158,0.163,,0.158,0.151,0.158,1740.0,268.0,
2021-01-26,0.158,,,0.137,0.158,,0.158,0.142,0.159,885.0,135.0,
2021-01-25,0.159,,,0.132,0.159,,0.159,0.132,0.144,4025.0,550.0,
2021-01-22,0.144,,,0.131,0.144,,0.144,0.13,0.143,8045.0,1098.0,
2021-01-21,0.143,,,0.133,0.143,,0.143,0.141,0.132,100.0,14.0,
2021-01-20,0.132,,,0.132,0.14,,0.133,0.125,0.13,1295.0,166.0,
2021-01-19,0.13,,,0.129,0.13,,0.134,0.129,0.137,2625.0,345.0,
2021-01-18,0.137,,,0.135,0.143,,0.145,0.13,0.136,2142.0,289.0,
2021-01-15,0.136,,,0.131,0.136,,0.147,0.129,0.14,2180.0,292.0,
2021-01-14,0.14,,,0.128,0.14,,0.14,0.131,0.145,940.0,126.0,
2021-01-13,0.145,,,0.139,0.144,,0.147,0.138,0.147,875.0,123.0,
2021-01-12,0.147,,,0.13,0.147,,0.151,0.131,0.136,2370.0,337.0,
2021-01-11,0.136,,,0.133,0.143,,0.16,0.134,0.171,4110.0,601.0,
2021-01-08,0.171,,,0.163,0.17,,0.198,0.168,0.189,2085.0,383.0,
2021-01-07,0.189,,,0.166,0.189,,0.189,0.166,0.194,15.0,3.0,
2021-01-06,0.194,,,0.177,0.194,,0.194,0.178,0.193,1115.0,200.0,
2021-01-05,0.193,,,0.171,0.193,,0.193,0.17,0.185,460.0,80.0,
2021-01-04,0.185,,,0.179,0.185,,0.199,0.179,0.188,870.0,162.0,
2020-12-31,0.188,,,0.16,0.189,,0.188,0.188,0.175,5.0,1.0,
2020-12-30,0.175,,,0.163,0.175,,0.199,0.163,0.19,1275.0,226.0,
2020-12-29,0.19,,,0.18,0.19,,0.19,0.185,0.19,105.0,19.0,
2020-12-28,0.19,,,0.184,0.19,,0.19,0.184,0.2,20.0,4.0,
2020-12-24,0.2,,,0.176,0.2,,0.2,0.19,0.2,245.0,47.0,
2020-12-23,0.2,,,0.19,0.2,,,,0.2,0.0,0.0,
2020-12-22,0.2,,,0.19,0.2,,,,0.205,0.0,0.0,
2020-12-21,0.205,,,0.19,0.21,,,,0.205,0.0,0.0,
2020-12-18,0.205,,,0.19,0.205,,,,0.205,0.0,0.0,
2020-12-17,0.205,,,0.191,0.209,,0.205,0.191,0.209,175.0,34.0,
2020-12-16,0.209,,,0.191,0.21,,0.209,0.205,0.213,660.0,137.0,
2020-12-15,0.213,,,0.193,0.213,,0.213,0.213,0.213,300.0,64.0,
2020-12-14,0.213,,,0.191,0.213,,0.214,0.212,0.205,550.0,117.0,
2020-12-11,0.205,,,0.191,0.205,,0.205,0.192,0.205,145.0,28.0,
2020-12-10,0.205,,,0.19,0.206,,0.205,0.201,0.2,480.0,98.0,
2020-12-09,0.2,,,0.19,0.2,,0.201,0.2,0.2,500.0,100.0,
2020-12-08,0.2,,,0.19,0.2,,0.2,0.19,0.2,595.0,117.0,
2020-12-07,0.2,,,0.19,0.2,,0.205,0.2,0.2,380.0,76.0,
2020-12-04,0.2,,,0.19,0.2,,0.215,0.199,0.208,625.0,127.0,
2020-12-03,0.208,,,0.191,0.208,,0.215,0.212,0.202,510.0,109.0,
2020-12-02,0.202,,,0.175,0.202,,,,0.203,0.0,0.0,
2020-12-01,0.203,,,0.175,0.203,,0.203,0.2,0.201,110.0,22.0,
2020-11-30,0.201,,,0.185,0.201,,0.202,0.197,0.198,2070.0,410.0,
2020-11-27,0.198,,,0.186,0.198,,0.198,0.186,0.19,875.0,167.0,
2020-11-26,0.19,,,0.175,0.19,,0.21,0.2,0.2,355.0,74.0,
2020-11-25,0.2,,,0.182,0.2,,0.209,0.172,0.2,480.0,99.0,
2020-11-24,0.2,,,0.175,0.2,,0.2,0.2,0.19,5.0,1.0,
2020-11-23,0.19,,,0.175,0.19,,0.198,0.176,0.2,75.0,14.0,
2020-11-20,0.2,,,0.18,0.2,,0.203,0.2,0.2,410.0,83.0,
2020-11-19,0.2,,,0.184,0.2,,0.204,0.204,0.2,320.0,65.0,
2020-11-18,0.2,,,0.188,0.2,,0.2,0.2,0.195,20.0,4.0,
2020-11-17,0.195,,,0.18,0.195,,0.204,0.195,0.2,205.0,41.0,
2020-11-16,0.2,,,0.182,0.2,,0.201,0.2,0.2,40.0,8.0,
2020-11-13,0.2,,,0.185,0.201,,0.202,0.185,0.2,56.0,11.0,
2020-11-12,0.2,,,0.195,0.2,,0.203,0.203,0.201,30.0,6.0,
2020-11-11,0.201,,,0.18,0.201,,0.203,0.202,0.202,70.0,14.0,
2020-11-10,0.202,,,0.199,0.202,,0.205,0.2,0.204,2120.0,430.0,
2020-11-09,0.204,,,0.185,0.204,,0.205,0.204,0.204,40.0,8.0,
2020-11-06,0.204,,,,0.205,,0.207,0.204,0.206,1030.0,210.0,
2020-11-05,0.206,,,0.166,0.206,,0.207,0.172,0.206,220.0,42.0,
2020-11-04,0.206,,,0.182,0.206,,0.206,0.205,0.205,405.0,83.0,
2020-11-03,0.205,,,0.18,0.205,,0.21,0.21,0.206,5.0,1.0,
2020-11-02,0.206,,,0.18,0.205,,0.207,0.206,0.206,280.0,58.0,
2020-10-30,0.206,,,,0.206,,0.215,0.215,0.206,10.0,2.0,
2020-10-29,0.206,,,0.202,0.206,,0.207,0.202,0.207,155.0,32.0,
2020-10-28,0.207,,,,0.207,,0.207,0.207,0.208,30.0,6.0,
2020-10-27,0.208,,,0.172,0.208,,0.208,0.208,0.209,245.0,51.0,
2020-10-23,0.209,,,0.195,0.209,,0.209,0.207,0.208,315.0,65.0,
2020-10-22,0.208,,,0.191,0.208,,0.208,0.204,0.206,915.0,189.0,
2020-10-21,0.206,,,0.206,0.207,,0.206,0.19,0.205,720.0,146.0,
2020-10-20,0.205,,,0.19,0.205,,0.205,0.202,0.204,1535.0,313.0,
2020-10-19,0.204,,,0.189,0.205,,0.204,0.19,0.203,570.0,115.0,
2020-10-16,0.203,,,0.185,0.203,,0.205,0.205,0.198,30.0,6.0,
2020-10-15,0.198,,,0.18,0.198,,0.199,0.198,0.196,35.0,7.0,
2020-10-14,0.196,,,0.172,0.196,,0.199,0.185,0.199,565.0,106.0,
2020-10-12,0.199,,,0.188,0.199,,0.205,0.205,0.199,30.0,6.0,
2020-10-09,0.199,,,0.189,0.199,,0.205,0.2,0.199,65.0,13.0,
2020-10-08,0.199,,,0.18,0.199,,0.199,0.199,0.199,30.0,6.0,
2020-10-07,0.199,,,0.172,0.199,,0.204,0.199,0.199,70.0,14.0,
2020-10-06,0.199,,,0.172,0.199,,0.205,0.199,0.199,90.0,18.0,
2020-10-05,0.199,,,0.183,0.199,,0.199,0.199,0.196,45.0,9.0,
2020-09-30,0.196,,,0.157,0.196,,0.2,0.196,0.189,105.0,21.0,
2020-09-29,0.189,,,0.157,0.199,,0.189,0.186,0.189,3425.0,646.0,
2020-09-28,0.189,,,0.178,0.189,,0.189,0.188,0.189,3590.0,677.0,
2020-09-25,0.189,,,0.17,0.189,,0.19,0.188,0.188,3900.0,735.0,
2020-09-24,0.188,,,0.197,0.2,,0.196,0.188,0.197,4005.0,783.0,
2020-09-23,0.197,,,0.18,0.208,,0.198,0.195,0.197,6080.0,1192.0,
2020-09-22,0.197,,,0.197,0.199,,0.196,0.193,0.196,6355.0,1240.0,
2020-09-21,0.196,,,0.196,0.203,,0.195,0.193,0.195,6100.0,1184.0,
2020-09-18,0.195,,,0.183,0.195,,0.195,0.185,0.194,5155.0,996.0,
2020-09-17,0.194,,,0.171,0.194,,0.194,0.19,0.193,4285.0,820.0,
2020-09-16,0.193,,,0.175,0.193,,0.193,0.193,0.193,5.0,1.0,
2020-09-15,0.193,,,0.15,0.194,,0.193,0.192,0.192,1925.0,371.0,
2020-09-14,0.192,,,0.169,0.192,,0.194,0.185,0.185,55.0,10.0,
2020-09-11,0.185,,,0.165,0.185,,0.185,0.185,0.185,200.0,37.0,
2020-09-10,0.185,,,0.147,0.187,,0.185,0.185,0.185,230.0,43.0,
2020-09-09,0.185,,,0.146,0.193,,0.185,0.185,0.182,20.0,4.0,
2020-09-08,0.182,,,0.182,0.185,,0.182,0.182,0.18,35.0,6.0,
2020-09-07,0.18,,,0.175,0.182,,0.18,0.166,0.172,1485.0,256.0,
2020-09-04,0.172,,,0.166,0.179,,0.172,0.166,0.166,420.0,71.0,
2020-09-03,0.166,,,0.154,0.166,,0.166,0.16,0.162,825.0,133.0,
2020-09-02,0.162,,,0.162,0.164,,0.162,0.15,0.157,1675.0,261.0,
2020-09-01,0.157,,,0.149,0.157,,0.157,0.151,0.152,695.0,106.0,
2020-08-31,0.152,,,0.149,0.152,,,,0.153,0.0,0.0,
2020-08-28,0.153,,,0.148,0.153,,0.153,0.15,0.153,615.0,93.0,
2020-08-27,0.153,,,0.149,0.153,,0.153,0.145,0.153,4740.0,708.0,
2020-08-26,0.153,,,0.148,0.153,,0.153,0.15,0.153,35.0,5.0,
2020-08-25,0.153,,,0.149,0.153,,0.153,0.153,0.153,200.0,31.0,
2020-08-24,0.153,,,0.151,0.153,,0.154,0.139,0.151,1890.0,278.0,
2020-08-21,0.151,,,0.127,0.144,,0.151,0.15,0.152,120.0,18.0,
2020-08-20,0.152,,,0.152,0.154,,0.152,0.148,0.155,2160.0,324.0,
2020-08-19,0.155,,,0.15,0.166,,,,0.155,0.0,0.0,
2020-08-18,0.155,,,0.15,0.159,,,,0.155,0.0,0.0,
2020-08-17,0.155,,,0.155,0.157,,0.157,0.145,0.158,5035.0,762.0,
2020-08-14,0.158,,,0.158,0.159,,0.161,0.148,0.153,200.0,31.0,
2020-08-13,0.153,,,0.153,0.156,,0.157,0.146,0.157,5205.0,782.0,
2020-08-12,0.157,,,0.147,0.157,,0.157,0.145,0.157,1220.0,184.0,
2020-08-11,0.157,,,0.143,0.158,,0.157,0.139,0.155,800.0,114.0,
2020-08-10,0.155,,,0.135,0.157,,,,0.155,0.0,0.0,
2020-08-07,0.155,,,0.137,0.157,,0.157,0.155,0.157,145.0,23.0,
2020-08-06,0.157,,,0.142,0.157,,,,0.16,0.0,0.0,
2020-08-05,0.16,,,0.159,0.16,,0.16,0.139,0.14,90.0,13.0,
2020-08-04,0.14,,,0.13,0.14,,0.14,0.132,0.14,150.0,20.0,
2020-08-03,0.14,,,0.131,0.143,,,,0.14,0.0,0.0,
2020-07-31,0.14,,,0.139,0.143,,0.142,0.139,0.142,95.0,13.0,
2020-07-30,0.142,,,0.142,0.143,,0.145,0.139,0.145,3270.0,460.0,
2020-07-29,0.145,,,0.145,0.16,,0.145,0.138,0.145,3800.0,533.0,
2020-07-28,0.145,,,0.136,0.152,,,,0.145,0.0,0.0,
2020-07-27,0.145,,,0.145,0.152,,0.145,0.13,0.148,1890.0,257.0,
2020-07-24,0.148,,,0.142,0.152,,,,0.148,0.0,0.0,
2020-07-23,0.148,,,0.143,0.152,,,,0.148,0.0,0.0,
2020-07-22,0.148,,,0.128,0.165,,0.148,0.141,0.15,930.0,135.0,
2020-07-21,0.15,,,0.141,0.15,,0.152,0.14,0.152,1085.0,158.0,
2020-07-20,0.152,,,0.134,0.152,,0.152,0.139,0.152,113.0,16.0,
2020-07-17,0.152,,,0.143,0.152,,,,0.152,0.0,0.0,
2020-07-16,0.152,,,0.139,0.152,,0.152,0.136,0.154,245.0,36.0,
2020-07-15,0.154,,,0.143,0.157,,0.154,0.154,0.154,10.0,2.0,
2020-07-14,0.154,,,0.134,0.154,,0.156,0.135,0.156,1060.0,165.0,
2020-07-13,0.156,,,0.156,0.16,,0.153,0.148,0.156,115.0,17.0,
2020-07-10,0.156,,,0.148,0.156,,0.157,0.15,0.159,430.0,65.0,
2020-07-09,0.159,,,0.153,0.159,,0.168,0.148,0.162,1321.0,204.0,
2020-07-08,0.162,,,0.162,0.163,,0.166,0.151,0.162,240.0,38.0,
2020-07-07,0.162,,,0.151,0.162,,0.166,0.148,0.167,1160.0,177.0,
2020-07-06,0.167,,,0.156,0.167,,0.168,0.167,0.162,25.0,4.0,
2020-07-03,0.162,,,0.162,0.168,,0.166,0.15,0.165,2485.0,394.0,
2020-07-02,0.165,,,0.156,0.165,,0.165,0.146,0.158,2970.0,460.0,
2020-06-30,0.158,,,0.151,0.168,,,,0.158,0.0,0.0,
2020-06-29,0.158,,,0.136,0.161,,0.161,0.156,0.146,715.0,112.0,
2020-06-26,0.146,,,0.145,0.146,,0.149,0.144,0.143,310.0,45.0,
2020-06-24,0.143,,,0.128,0.143,,0.143,0.125,0.129,2110.0,269.0,
2020-06-23,0.129,,,0.125,0.129,,0.129,0.125,0.13,525.0,66.0,
2020-06-22,0.13,,,0.125,0.13,,0.13,0.126,0.134,1715.0,218.0,
2020-06-19,0.134,,,0.126,0.134,,0.135,0.12,0.135,6395.0,808.0,
2020-06-18,0.135,,,0.12,0.135,,0.135,0.132,0.135,15.0,2.0,
2020-06-17,0.135,,,0.132,0.135,,0.135,0.131,0.135,355.0,47.0,
2020-06-16,0.135,,,0.135,0.143,,0.143,0.131,0.144,685.0,93.0,
2020-06-15,0.144,,,0.122,0.143,,,,0.147,0.0,0.0,
2020-06-12,0.147,,,0.132,0.147,,0.148,0.138,0.149,515.0,71.0,
2020-06-11,0.149,,,0.149,0.15,,0.149,0.149,0.149,90.0,13.0,
2020-06-10,0.149,,,0.141,0.148,,0.15,0.145,0.152,415.0,61.0,
2020-06-09,0.152,,,0.147,0.152,,0.153,0.146,0.156,685.0,102.0,
2020-06-08,0.156,,,0.147,0.155,,0.156,0.146,0.153,30.0,4.0,
2020-06-05,0.153,,,0.146,0.153,,0.153,0.146,0.153,50.0,7.0,
2020-06-04,0.153,,,0.143,0.153,,0.154,0.143,0.156,385.0,57.0,
2020-06-03,0.156,,,0.152,0.158,,,,0.156,0.0,0.0,
2020-06-02,0.156,,,0.156,0.16,,0.156,0.142,0.156,635.0,94.0,
2020-06-01,0.156,,,0.153,0.156,,0.156,0.14,0.154,225.0,34.0,
2020-05-29,0.154,,,0.139,0.154,,0.155,0.136,0.151,909.0,129.0,
2020-05-28,0.151,,,0.143,0.15,,0.156,0.142,0.156,235.0,34.0,
2020-05-27,0.156,,,0.156,0.17,,0.156,0.147,0.156,285.0,44.0,
2020-05-26,0.156,,,0.142,0.156,,,,0.16,0.0,0.0,
2020-05-25,0.16,,,0.145,0.16,,,,0.164,0.0,0.0,
2020-05-22,0.164,,,0.148,0.164,,0.166,0.137,0.166,5015.0,735.0,
2020-05-21,0.166,,,0.16,0.166,,0.166,0.16,0.167,40.0,6.0,
2020-05-20,0.167,,,0.162,0.169,,0.171,0.155,0.171,680.0,111.0,
2020-05-19,0.171,,,0.159,0.175,,0.176,0.16,0.176,790.0,132.0,
2020-05-18,0.176,,,0.163,0.175,,0.183,0.17,0.178,345.0,59.0,
2020-05-15,0.178,,,0.171,0.187,,,,0.178,0.0,0.0,
2020-05-14,0.178,,,0.171,0.187,,,,0.178,0.0,0.0,
2020-05-13,0.178,,,0.171,0.179,,0.178,0.172,0.178,235.0,41.0,
2020-05-12,0.178,,,0.177,0.187,,,,0.178,0.0,0.0,
2020-05-11,0.178,,,0.178,0.187,,0.178,0.178,0.177,55.0,10.0,
2020-05-08,0.177,,,0.177,0.185,,,,0.177,0.0,0.0,
2020-05-07,0.177,,,0.175,0.185,,0.184,0.177,0.188,395.0,71.0,
2020-05-06,0.188,,,0.18,0.19,,0.186,0.182,0.19,800.0,147.0,
2020-05-05,0.19,,,0.185,0.19,,,,0.192,0.0,0.0,
2020-05-04,0.192,,,0.185,0.192,,0.192,0.185,0.185,190.0,36.0,
2020-04-29,0.185,,,0.185,0.192,,,,0.185,0.0,0.0,
2020-04-28,0.185,,,0.185,0.192,,0.188,0.185,0.193,190.0,36.0,
2020-04-27,0.193,,,0.187,0.193,,,,0.193,0.0,0.0,
2020-04-24,0.193,,,0.193,0.194,,0.193,0.182,0.198,2740.0,516.0,
2020-04-23,0.198,,,0.183,0.198,,0.199,0.185,0.198,5795.0,1142.0,
2020-04-22,0.198,,,0.182,0.198,,0.198,0.198,0.199,6315.0,1250.0,
2020-04-21,0.199,,,0.183,0.199,,0.199,0.18,0.197,6525.0,1280.0,
2020-04-20,0.197,,,0.189,0.198,,0.198,0.179,0.198,710.0,134.0,
2020-04-17,0.198,,,0.189,0.198,,,,0.198,0.0,0.0,
2020-04-16,0.198,,,0.186,0.198,,,,0.198,0.0,0.0,
2020-04-15,0.198,,,0.182,0.198,,0.198,0.194,0.195,8430.0,1668.0,
2020-04-14,0.195,,,0.185,0.198,,0.195,0.184,0.195,260.0,48.0,
2020-04-09,0.195,,,0.195,0.206,,0.195,0.18,0.199,210.0,40.0,
2020-04-08,0.199,,,0.18,0.205,,,,0.199,0.0,0.0,
2020-04-07,0.199,,,0.185,0.199,,,,0.2,0.0,0.0,
2020-04-06,0.2,,,0.185,0.2,,0.22,0.2,0.187,490.0,107.0,
2020-04-03,0.187,,,0.182,0.187,,0.189,0.189,0.182,40.0,8.0,
2020-04-02,0.182,,,0.165,0.182,,,,0.182,0.0,0.0,
2020-04-01,0.182,,,0.138,0.182,,0.182,0.178,0.178,105.0,19.0,
2020-03-31,0.178,,,0.154,0.181,,,,0.178,0.0,0.0,
2020-03-30,0.178,,,0.178,0.182,,,,0.178,0.0,0.0,
2020-03-27,0.178,,,0.178,0.18,,,,0.178,0.0,0.0,
2020-03-26,0.178,,,0.178,0.183,,0.188,0.178,0.181,335.0,62.0,
2020-03-25,0.181,,,0.162,0.181,,0.182,0.181,0.179,2170.0,393.0,
2020-03-24,0.179,,,0.157,0.179,,,,0.179,0.0,0.0,
2020-03-23,0.179,,,0.159,0.181,,,,0.179,0.0,0.0,
2020-03-20,0.179,,,0.17,0.183,,0.179,0.167,0.179,160.0,29.0,
2020-03-19,0.179,,,0.169,0.184,,,,0.179,0.0,0.0,
2020-03-18,0.179,,,0.169,0.183,,,,0.179,0.0,0.0,
2020-03-17,0.179,,,0.163,0.179,,,,0.18,0.0,0.0,
2020-03-16,0.18,,,0.165,0.18,,0.18,0.18,0.18,20.0,4.0,
2020-03-13,0.18,,,0.166,0.181,,0.18,0.165,0.183,250.0,43.0,
2020-03-12,0.183,,,0.179,0.195,,0.19,0.183,0.181,1155.0,218.0,
2020-03-11,0.181,,,0.174,0.181,,0.19,0.181,0.199,600.0,113.0,
2020-03-10,0.199,,,0.199,0.2,,0.199,0.17,0.188,640.0,120.0,
2020-03-09,0.188,,,0.181,0.188,,0.189,0.188,0.19,55.0,10.0,
2020-03-06,0.19,,,0.176,0.19,,0.19,0.187,0.187,400.0,76.0,
2020-03-05,0.187,,,0.181,0.195,,0.187,0.178,0.189,400.0,73.0,
2020-03-04,0.189,,,0.177,0.202,,,,0.189,0.0,0.0,
2020-03-03,0.189,,,0.179,0.189,,0.19,0.18,0.189,800.0,146.0,
2020-03-02,0.189,,,0.175,0.189,,,,0.189,0.0,0.0,
2020-02-28,0.189,,,0.165,0.202,,,,0.189,0.0,0.0,
2020-02-27,0.189,,,0.166,0.207,,,,0.189,0.0,0.0,
2020-02-26,0.189,,,0.172,0.19,,,,0.189,0.0,0.0,
2020-02-25,0.189,,,0.183,0.19,,0.19,0.182,0.2,280.0,52.0,
2020-02-24,0.2,,,0.184,0.2,,0.2,0.2,0.198,30.0,6.0,
2020-02-21,0.198,,,0.187,0.202,,,,0.198,0.0,0.0,
2020-02-20,0.198,,,0.188,0.2,,0.198,0.198,0.198,930.0,184.0,
2020-02-19,0.198,,,0.18,0.198,,0.198,0.19,0.196,135.0,26.0,
2020-02-18,0.196,,,0.184,0.197,,0.196,0.196,0.198,200.0,39.0,
2020-02-17,0.198,,,0.176,0.198,,0.199,0.198,0.2,110.0,22.0,
2020-02-14,0.2,,,0.175,0.202,,,,0.2,0.0,0.0,
2020-02-13,0.2,,,0.179,0.205,,,,0.2,0.0,0.0,
2020-02-12,0.2,,,0.163,0.206,,,,0.2,0.0,0.0,
2020-02-11,0.2,,,0.176,0.206,,,,0.2,0.0,0.0,
2020-02-10,0.2,,,0.178,0.204,,,,0.2,0.0,0.0,
2020-02-07,0.2,,,0.181,0.2,,,,0.201,0.0,0.0,
2020-02-06,0.201,,,0.175,0.201,,0.202,0.202,0.202,100.0,20.0,
2020-02-05,0.202,,,0.175,0.202,,0.204,0.202,0.199,80.0,16.0,
2020-02-04,0.199,,,0.172,0.2,,,,0.199,0.0,0.0,
2020-02-03,0.199,,,0.179,0.199,,,,0.199,0.0,0.0,
2020-01-31,0.199,,,0.177,0.209,,0.202,0.199,0.199,585.0,117.0,
2020-01-30,0.199,,,0.199,0.2,,,,0.193,0.0,0.0,
2020-01-29,0.193,,,0.193,0.195,,0.195,0.175,0.204,745.0,138.0,
2020-01-24,0.204,,,0.176,0.225,,,,0.204,0.0,0.0,
2020-01-23,0.204,,,0.176,0.225,,,,0.204,0.0,0.0,
2020-01-22,0.204,,,0.185,0.225,,,,0.204,0.0,0.0,
2020-01-21,0.204,,,0.181,0.205,,,,0.204,0.0,0.0,
2020-01-20,0.204,,,0.185,0.209,,0.204,0.204,0.209,25.0,5.0,
2020-01-17,0.209,,,0.191,0.209,,,,0.21,0.0,0.0,
2020-01-16,0.21,,,0.191,0.21,,0.21,0.209,0.215,100.0,21.0,
2020-01-15,0.215,,,0.192,0.215,,,,0.219,0.0,0.0,
2020-01-14,0.219,,,0.199,0.219,,,,0.219,0.0,0.0,
2020-01-13,0.219,,,0.195,0.219,,,,0.22,0.0,0.0,
2020-01-10,0.22,,,0.189,0.22,,,,0.224,3.0,1.0,
2020-01-09,0.224,,,0.195,0.224,,0.224,0.209,0.196,125.0,26.0,
2020-01-08,0.196,,,0.195,0.219,,0.196,0.194,0.216,405.0,79.0,
2020-01-07,0.216,,,0.191,0.22,,0.216,0.216,0.215,5.0,1.0,
2020-01-06,0.215,,,0.191,0.22,,,,0.215,0.0,0.0,
2020-01-03,0.215,,,0.2,0.222,,,,0.215,0.0,0.0,
2020-01-02,0.215,,,0.2,0.228,,0.216,0.201,0.202,135.0,27.0,
2019-12-31,0.202,,,0.202,0.231,,0.202,0.202,0.201,30.0,6.0,
2019-12-30,0.201,,,0.201,0.225,,,,0.201,0.0,0.0,
2019-12-27,0.201,,,0.2,0.24,,,,0.201,0.0,0.0,
2019-12-24,0.201,,,0.201,0.25,,,,0.2,0.0,0.0,
2019-12-23,0.2,,,0.191,0.242,,0.2,0.2,0.227,70.0,14.0,
2019-12-20,0.227,,,0.227,0.249,,0.227,0.227,0.229,10.0,2.0,
2019-12-19,0.229,,,0.229,0.247,,0.25,0.229,0.245,990.0,234.0,
2019-12-18,0.245,,,0.228,0.25,,,,0.245,0.0,0.0,
2019-12-17,0.245,,,0.235,0.245,,0.26,0.23,0.228,410.0,101.0,
2019-12-16,0.228,,,0.227,0.23,,,,0.228,0.0,0.0,
2019-12-13,0.228,,,0.21,0.228,,0.229,0.184,0.209,930.0,198.0,
2019-12-12,0.209,,,0.185,0.209,,,,0.209,0.0,0.0,
2019-12-11,0.209,,,0.176,0.209,,,,0.21,0.0,0.0,
2019-12-10,0.21,,,0.198,0.21,,0.285,0.19,0.171,10040.0,2032.0,
2019-12-09,0.171,,,0.171,0.199,,,,0.17,0.0,0.0,
2019-12-06,0.17,,,0.156,0.195,,,,0.17,0.0,0.0,
2019-12-05,0.17,,,0.156,0.19,,0.17,0.17,0.172,100.0,17.0,
2019-12-04,0.172,,,0.155,0.199,,0.172,0.164,0.17,14815.0,2514.0,
2019-12-03,0.17,,,0.157,0.199,,0.175,0.16,0.18,415.0,68.0,
2019-12-02,0.18,,,0.163,0.199,,,,0.18,0.0,0.0,
2019-11-29,0.18,,,0.161,0.185,,0.197,0.18,0.199,3450.0,622.0,
2019-11-28,0.199,,,0.171,0.2,,0.2,0.163,0.169,390.0,69.0,
2019-11-27,0.169,,,0.165,0.169,,0.169,0.16,0.172,15955.0,2555.0,
2019-11-26,0.172,,,0.169,0.18,,0.18,0.172,0.184,125.0,22.0,
2019-11-25,0.184,,,0.19,0.22,,0.185,0.168,0.194,140.0,25.0,
2019-11-22,0.194,,,0.169,0.198,,,,0.194,0.0,0.0,
2019-11-21,0.194,,,0.194,0.228,,0.195,0.194,0.192,200.0,39.0,
2019-11-20,0.192,,,0.169,0.199,,,,0.192,0.0,0.0,
2019-11-19,0.192,,,0.169,0.199,,,,0.192,0.0,0.0,
2019-11-18,0.192,,,0.169,0.2,,,,0.192,0.0,0.0,
2019-11-15,0.192,,,0.19,0.21,,0.192,0.19,0.192,110.0,21.0,
2019-11-14,0.192,,,0.183,0.228,,,,0.192,0.0,0.0,
2019-11-13,0.192,,,0.183,0.22,,,,0.192,0.0,0.0,
2019-11-12,0.192,,,0.183,0.21,,,,0.192,50.0,10.0,
2019-11-11,0.192,,,0.183,0.192,,0.192,0.192,0.192,10.0,2.0,
